Age,Age_Bin,Gender,Education,Race,City.US.Raised,Raised.State,Latitude,Longitude,City.US.Fa,Father.State,City.US.Mo,Mother.State,City.US.Curr,Current.State,SurveyType,PI_1181,PI_1182,PI_1042
30,18-30,Male,Associates,Asian,Shady Side,MD,35.12930298,-118.5110016,Cape Canaveral,FL,,,Bellingham,WA,9,NA,NA,NA
25,18-30,Male,Bachelors,White,Los Angeles,CA,34.14759827,-117.4580994,Los Angeles,CA,Los Angeles,CA,Los Angeles,CA,9,NA,NA,NA
30,18-30,Female,No_degree,White,Dearborn,MI,42.30270386,-83.24559784,Detroit,MI,Detroit,MI,Dearborn,MI,9,NA,NA,NA
19,18-30,Male,HS_diploma,Black,Eunice,LA,30.53349304,-92.11630249,Laplace,LA,Eunice,LA,Eunice,LA,9,NA,NA,NA
64,61_up,Male,No_degree,White,Memphis,TN,35.16209412,-89.91790009,Dallas,TX,Byhalia,MS,Memphis,TN,9,NA,NA,NA
33,31-40,Female,Graduate,White,Randolph,VT,29.55589294,-98.36519623,Randolph,VT,Winchester,MA,Converse,TX,9,NA,NA,NA
34,31-40,Male,HS_diploma,White,Newnan,GA,34.16749573,-83.91200256,Oakwood,GA,Gainesville,GA,Oakwood,GA,9,NA,NA,NA
55,51-60,Female,Bachelors,White,Lynchburg,VA,37.14930725,-79.23280334,New Rochelle,NY,Lynchburg,VA,Altavista,VA,9,NA,NA,NA
22,18-30,Female,Bachelors,White,Lexington-Fayette Northeast,KY,40.27879333,-85.3710022,Bethel Park,PA,Hartford,CT,Lexington-Fayette Northeast,KY,9,NA,NA,NA
43,41-50,Male,No_degree,White,Midwest City,OK,35.48129272,-97.57769775,Nashville-Davidson,TN,Chattanooga,TN,Oklahoma City Southwest,OK,9,NA,NA,NA
57,51-60,Female,Graduate,White,Jefferson,OH,47.63220215,-122.6376038,Jefferson,OH,Jefferson,OH,Kingston,WA,9,NA,NA,NA
71,61_up,Male,No_degree,White,Fairbanks,AK,48.56140137,-121.7705002,,,Bluff Creek Township,IA,Sedro-Woolley,WA,9,NA,NA,NA
38,31-40,Male,Bachelors,Asian,Pleasanton,CA,37.6703949,-121.9374008,,,,,Pleasanton,CA,9,NA,NA,NA
31,31-40,Female,Bachelors,White,Old Fort,OH,41.24459839,-82.84590149,Donaldson,PA,Clyde,OH,Tiffin,OH,9,NA,NA,NA
31,31-40,Female,Associates,White,Fort Madison,IA,41.64190674,-91.46170044,Fort Madison,IA,Donnellson,IA,Iowa City,IA,9,NA,NA,NA
40,31-40,Male,No_degree,White,Fredericksburg,VA,38.2723999,-77.59320068,Cherokee,NC,Springfield,VA,Fredericksburg,VA,9,NA,NA,NA
44,41-50,Male,Bachelors,White,Colonie,NY,43.05349731,-73.75170135,Albany,NY,Cooperstown,NY,Saratoga Springs,NY,9,NA,NA,NA
28,18-30,Male,Bachelors,White,Chattanooga,TN,35.25770569,-84.71320343,Ringgold,GA,,,Dayton,TN,9,NA,NA,NA
33,31-40,Female,Bachelors,White,Longwood,FL,41.82539368,-87.84539795,Bronx,NY,Albany,NY,Chicago,IL,9,NA,NA,NA
64,61_up,Female,Associates,White,Butler Township - Butler County,PA,40.91400146,-79.93199921,Butler,PA,Beaver Township - Mahoning County,OH,Butler,PA,9,NA,NA,NA
30,18-30,Male,Bachelors,Black,Philadelphia,PA,40.05549622,-75.16059875,Greenville,SC,,,Philadelphia,PA,9,NA,NA,NA
24,18-30,Female,HS_diploma,White,Port Orange,FL,29.13479614,-81.02480316,,,Port Orange,FL,Port Orange,FL,9,NA,NA,NA
28,18-30,Male,No_degree,White,Philadelphia,PA,40.07980347,-75.28549957,Philadelphia,PA,Philadelphia,PA,Montgomery Township - Montgomery County,PA,9,NA,NA,NA
32,31-40,Female,Associates,White,Stigler,OK,35.95820618,-94.96240234,Keota,OK,Stigler,OK,Stigler,OK,9,NA,NA,NA
46,41-50,Female,Graduate,White,Metairie,LA,30.51429749,-86.46299744,Norco,LA,New Orleans,LA,Niceville,FL,9,NA,NA,NA
28,18-30,Male,No_degree,White,Colorado Springs,CO,39.09970093,-94.57859802,Waterloo,IA,Marshalltown,IA,Colorado Springs,CO,9,NA,NA,NA
33,31-40,Male,Bachelors,White,Adams Township - Champaign County,OH,35.12750244,-89.84259796,Concord Township - Champaign County,OH,Urbana,OH,Urbana,OH,9,NA,NA,NA
32,31-40,Female,No_degree,Black,Lawrence Township,IN,34.27250671,-77.85849762,Indianapolis,IN,Indianapolis,IN,Wilmington,NC,9,NA,NA,NA
33,31-40,Female,Bachelors,White,Cameron,MO,39.57060242,-94.45960236,Gallatin,MO,Agency,MO,Portland,OR,9,NA,NA,NA
28,18-30,Female,No_degree,White,St. Charles,MO,38.82510376,-90.72889709,,,St. Charles,MO,St. Charles,MO,9,NA,NA,NA
20,18-30,Female,HS_diploma,Hispanic,Miami Beach,FL,-34.76089478,-58.40630341,Miami Beach,FL,Miami Beach,FL,Miami Beach,FL,9,NA,NA,NA
26,18-30,Female,Associates,Hispanic,Albuquerque,NM,33.78239441,-118.1444016,Silver City,NM,Albuquerque,NM,Long Beach,CA,9,NA,NA,NA
72,61_up,Female,Bachelors,Asian,,,33.74110413,-84.10929871,,,,,Stone Mountain,GA,9,NA,NA,NA
48,41-50,Male,No_degree,White,Newark,NJ,41.17930603,-74.4516983,Newark,NJ,Newark,NJ,Parsippany-Troy Hills Township,NJ,9,NA,NA,NA
36,31-40,Male,Associates,Hispanic,Long Beach,CA,33.86270142,-118.1806946,Long Beach-Lakewood,CA,Long Beach,CA,Long Beach,CA,9,NA,NA,NA
42,41-50,Female,No_HS_diploma,White,Wyoming,MI,42.93139648,-85.64969635,,,,,Grand Rapids,MI,9,NA,NA,NA
31,31-40,Female,Graduate,White,Reynoldsburg,OH,40.0532074,-83.02200317,Wintersville,OH,Donora,PA,Upper Arlington,OH,9,NA,NA,NA
74,61_up,Male,No_degree,White,Chicago,IL,45.2769928,-92.63059998,Chicago,IL,Chicago,IL,Washburn - Bayfield County,WI,9,NA,NA,NA
27,18-30,Female,No_degree,White,Corvallis,OR,40.58650208,-122.3917007,Red Bluff,CA,Palo Alto,CA,Corvallis,OR,9,NA,NA,NA
35,31-40,Female,Bachelors,White,Plano,TX,33.26370239,-96.95279694,Rockville,MD,Rockville,MD,Anna,TX,9,NA,NA,NA
31,31-40,Male,Bachelors,White,Orlando,FL,28.6078949,-81.30549622,Queens,NY,Queens,NY,Casselberry,FL,9,NA,NA,NA
47,41-50,Female,Bachelors,Other,Jackson,NH,42.27879333,-71.4434967,Portland,ME,Chelsea,MA,Franklin Town,MA,9,NA,NA,NA
31,31-40,Male,Associates,White,Ludlow,MA,42.17329407,-72.77149963,West Springfield Town,MA,West Springfield Town,MA,Chicopee,MA,9,NA,NA,NA
62,61_up,Male,Bachelors,White,Long Beach-Lakewood,CA,33.44839478,-112.0739975,Mitchell,SD,Los Angeles,CA,Phoenix,AZ,9,NA,NA,NA
23,18-30,Male,No_degree,White,Hampton Township,PA,40.44059753,-79.99590302,Pittsburgh,PA,Rochester - Monroe County,NY,Pittsburgh,PA,9,NA,NA,NA
33,31-40,Male,Bachelors,White,Franklin,OH,40.02310181,-83.18099976,Franklin,OH,Franklin,OH,Franklin,OH,9,NA,NA,NA
61,61_up,Male,Bachelors,White,Albuquerque,NM,35.08450317,-106.6511002,Olpe,KS,Chicago,IL,Albuquerque,NM,9,NA,NA,NA
27,18-30,Male,Associates,Hispanic,Arcadia,FL,26.62309265,-81.87539673,,,Elizabethtown,KY,Arcadia,FL,9,NA,NA,NA
45,41-50,Male,Bachelors,White,Tazewell,VA,37.00740051,-81.79199982,Bluefield,VA,Raven,VA,Cedar Bluff,VA,9,NA,NA,NA
52,51-60,Female,Bachelors,Other,Tulsa,OK,30.26719666,-97.74310303,El Paso,TX,Tulsa,OK,Austin,TX,9,NA,NA,NA
26,18-30,Male,Associates,White,Franklin,TN,34.53889465,-86.87329865,,,Franklin,TN,Harvest,AL,9,NA,NA,NA
75,61_up,Male,No_degree,White,Clarksdale,MS,35.07940674,-89.84300232,Lyon,MS,Memphis,TN,Memphis,TN,9,NA,NA,NA
33,31-40,Female,HS_diploma,White,Terryville,CT,41.68159485,-72.94049835,St. Agatha,ME,Bristol,CT,Bristol,CT,9,NA,NA,NA
25,18-30,Female,Bachelors,White,Erie,PA,36.02119446,-86.55950165,Oil City,PA,Oil City,PA,Murfreesboro,TN,9,NA,NA,NA
29,18-30,Female,HS_diploma,Black,Aberdeen,NC,34.98100281,-79.22419739,,,Aberdeen,NC,Aberdeen,NC,9,NA,NA,NA
41,41-50,Female,Bachelors,White,St. Marys,GA,30.79849243,-81.72070313,Springfield,VA,St. Marys,GA,St. Marys,GA,9,NA,NA,NA
26,18-30,Male,Bachelors,White,Bluffton,OH,40.73309326,-84.14459991,Lima,OH,Wooster,OH,Columbus,OH,9,NA,NA,NA
28,18-30,Male,Associates,White,Shawnee,KS,34.31770325,-80.57710266,Osage City,KS,Horton,KS,Bennettsville,SC,9,NA,NA,NA
33,31-40,Female,Bachelors,Black,Washington,DC,38.8789978,-76.9897995,,,,,Washington,DC,9,NA,NA,NA
45,41-50,Male,Graduate,White,Wilmington,NC,33.37759399,-112.3873978,,,,,Goodyear,AZ,9,NA,NA,NA
25,18-30,Male,No_degree,White,Charleston,SC,32.70809937,-79.94380188,Indianapolis,IN,Covington,VA,Charleston,SC,9,NA,NA,NA
38,31-40,Female,Bachelors,White,Eden,UT,43.61349487,-116.2034988,Harrisville,UT,Harrisville,UT,Jerome,ID,9,NA,NA,NA
29,18-30,Male,Bachelors,White,Kellogg,ID,38.89329529,-77.01460266,Sacramento,CA,Petaluma,CA,Seattle,WA,9,NA,NA,NA
54,51-60,Male,No_degree,White,Portland,ME,35.64610291,-78.57910156,Portland,ME,Other,MA,Raleigh,NC,9,NA,NA,NA
29,18-30,Female,Graduate,White,Irondequoit,NY,33.50909424,-112.0264969,Chili,NY,Steubenville,OH,Phoenix,AZ,9,NA,NA,NA
28,18-30,Female,No_degree,White,Eunice,LA,30.07710266,-92.01370239,,,Eunice,LA,Carencro,LA,9,NA,NA,NA
52,51-60,Male,Associates,White,McLeansville,NC,36.11470032,-79.74220276,Greensboro,NC,Greensboro,NC,Reidsville,NC,9,NA,NA,NA
44,41-50,Female,Bachelors,White,Cincinnati,OH,40.04829407,-85.6855011,Cincinnati,OH,Cincinnati,OH,Carmel,IN,9,NA,NA,NA
42,41-50,Male,No_degree,White,Levittown,NY,40.72279358,-73.51699829,Nassau,NY,Brooklyn,NY,Hicksville,NY,9,NA,NA,NA
24,18-30,Male,Bachelors,White,Midlothian District,VA,38.91439819,-77.07630157,Bristol,TN,Annapolis,MD,Arlington,VA,9,NA,NA,NA
53,51-60,Female,Bachelors,White,Philadelphia,PA,39.95970154,-75.19680023,,,Philadelphia,PA,Philadelphia,PA,9,NA,NA,NA
26,18-30,Male,Graduate,White,Roslyn,NY,40.78089905,-73.64150238,,,,,Roslyn,NY,9,NA,NA,NA
51,51-60,Male,No_degree,White,Other,IL,25.93760681,-81.6977005,,,Sioux Falls,SD,Marco Island,FL,9,NA,NA,NA
47,41-50,Female,Bachelors,Black,Brooklyn,NY,35.16810608,-80.91529846,Meherrin District,VA,Rocky Point,NC,Charlotte,NC,9,NA,NA,NA
45,41-50,Male,Associates,White,Orland Park,IL,41.73510742,-88.04470062,Chicago,IL,Milwaukee,WI,Naperville,IL,9,NA,NA,NA
32,31-40,Male,No_degree,White,Phoenix,AZ,33.248703,-111.6343002,,,Phoenix,AZ,Florence,AZ,9,NA,NA,NA
25,18-30,Male,No_degree,White,Chicago,IL,34.25570679,-117.3040009,Chicago,IL,Valparaiso,IN,Crestline,CA,9,NA,NA,NA
39,31-40,Male,Bachelors,White,Washington Township - Morris County,NJ,26.63859558,-80.25119781,,,,,Royal Palm Beach,FL,9,NA,NA,NA
25,18-30,Female,Bachelors,Black,Big Rapids,MI,43.67970276,-85.56189728,Chicago,IL,Chicago,IL,Big Rapids,MI,9,NA,NA,NA
56,51-60,Female,No_degree,White,Yorba Linda,CA,33.61990356,-117.6119003,Los Angeles,CA,Los Angeles,CA,Mission Viejo,CA,9,NA,NA,NA
23,18-30,Male,Graduate,Asian,Bergenfield,NJ,40.77090454,-74.23690033,,,,,Bergenfield,NJ,9,NA,NA,NA
25,18-30,Male,Bachelors,White,Wilmington,DE,38.90840149,-77.12010193,Hatboro,PA,Manasquan,NJ,Arlington,VA,9,NA,NA,NA
29,18-30,Male,Bachelors,White,Three Rivers,MI,47.66059875,-122.2919006,Cassopolis,MI,St. Joseph Charter Township,MI,Seattle,WA,9,NA,NA,NA
32,31-40,Male,Bachelors,White,Seneca,SC,35.17070007,-80.79199982,Watkinsville,GA,Rome,GA,Charlotte,NC,9,NA,NA,NA
30,18-30,Female,Bachelors,White,Mount Sterling,IL,37.75100708,-97.8219986,Mount Sterling,IL,Mount Sterling,IL,Winchester,IL,9,NA,NA,NA
36,31-40,Male,No_degree,White,Coos Bay,OR,43.05960083,-124.3679962,,,,,Coos Bay,OR,9,NA,NA,NA
38,31-40,Female,Bachelors,Black,Fredericksburg,VA,36.82789612,-76.48000336,Indianapolis,IN,Indianapolis,IN,Suffolk,VA,9,NA,NA,NA
32,31-40,Female,HS_diploma,Hispanic,Queens,NY,40.75169373,-73.8832016,Queens,NY,Queens,NY,Queens,NY,9,NA,NA,NA
51,51-60,Female,No_degree,White,Willingboro Township,NJ,39.99290466,-74.78769684,Philadelphia,PA,Philadelphia,PA,Mount Holly Township,NJ,9,NA,NA,NA
57,51-60,Female,No_degree,White,Kingsport,TN,36.4907074,-82.62000275,Kingsport,TN,Kingsport,TN,Bloomingdale,TN,9,NA,NA,NA
43,41-50,Female,Bachelors,Amerindian,New London,TX,29.55479431,-98.69509888,New London,TX,Balch Springs,TX,San Antonio West,TX,9,NA,NA,NA
38,31-40,Male,Graduate,White,Rome,NY,33.67930603,-117.9055023,Rome,NY,Rome,NY,Newport Beach,CA,9,NA,NA,NA
35,31-40,Female,Bachelors,White,Brunswick,OH,34.02470398,-84.50330353,Sandusky,OH,Lavaca,AR,Kennesaw,GA,9,NA,NA,NA
59,51-60,Female,No_degree,White,Nampa,ID,43.71099854,-116.2516022,Nampa,ID,Rupert,ID,Nampa,ID,9,NA,NA,NA
36,31-40,Female,Associates,White,Rigby,ID,45.87049866,-108.4742966,Idaho Falls,ID,Rexburg,ID,Billings,MT,9,NA,NA,NA
28,18-30,Female,No_degree,Other,Huntington Station,NY,30.45779419,-87.2582016,Bronx,NY,Huntington Station,NY,Pensacola,FL,9,NA,NA,NA
62,61_up,Female,HS_diploma,Black,Kansas City,MO,39.03370667,-94.54100037,Little Rock,AR,Kansas City,KS,Kansas City,MO,9,NA,NA,NA
26,18-30,Male,No_degree,Asian,Detroit,MI,42.42550659,-83.25330353,,,,,Redford Charter Township,MI,9,NA,NA,NA
45,41-50,Female,Bachelors,White,Fort Myers,FL,26.60249329,-81.62329865,St. Peter,MN,Mason,OH,Crawfordville,FL,9,NA,NA,NA
41,41-50,Male,Graduate,White,Bethpage,NY,39.20039368,-74.70510101,Woonsocket,RI,,,Ocean City,NJ,9,NA,NA,NA
39,31-40,Female,HS_diploma,White,Chattanooga,TN,34.69650269,-85.24220276,Scranton,PA,Scranton,PA,LaFayette,GA,9,NA,NA,NA
33,31-40,Male,HS_diploma,White,Putnam,CT,33.39720154,-111.7857971,Worcester,MA,Yonkers,NY,Mesa,AZ,9,NA,NA,NA
29,18-30,Female,Bachelors,White,Fredericksburg,VA,38.2980957,-77.48259735,Bakersfield,CA,Crofton,MD,Fredericksburg,VA,9,NA,NA,NA
52,51-60,Female,HS_diploma,White,Bellevue,WA,47.10150146,-122.3272018,Erie,PA,Dearborn Heights,MI,Parkland,WA,9,NA,NA,NA
60,51-60,Female,Bachelors,White,Painesville,OH,38.48550415,-121.3431015,East Liverpool,OH,Ashtabula Township,OH,Sacramento,CA,9,NA,NA,NA
34,31-40,Male,Bachelors,White,Rockport,WA,45.5144043,-122.6432953,,,Ramona,CA,Portland,OR,9,NA,NA,NA
42,41-50,Female,HS_diploma,Asian,Honolulu,HI,40.8625946,-73.92179871,Honolulu,HI,,,Manhattan,NY,9,NA,NA,NA
31,31-40,Male,Graduate,Hispanic,Wilmington,DE,39.95300293,-75.17559814,,,,,Newark,DE,9,NA,NA,NA
24,18-30,Female,Graduate,White,Northvale,NJ,40.99450684,-73.94830322,San Diego,CA,Northvale,NJ,Norwood,NJ,9,NA,NA,NA
25,18-30,Male,HS_diploma,Hispanic,Houston,TX,34.05439758,-118.2440033,,,,,Dallas,TX,9,NA,NA,NA
33,31-40,Male,Bachelors,White,Manassas,VA,38.74049377,-77.56210327,Catlett,VA,Fairmont,WV,Manassas,VA,9,NA,NA,NA
23,18-30,Other,No_degree,Other,Annandale,VA,37.55769348,-77.37689972,Annandale,VA,Annandale,VA,Richmond,VA,9,NA,NA,NA
27,18-30,Female,Bachelors,White,New Orleans,LA,37.26690674,-80.43250275,,,New Orleans,LA,Blacksburg,VA,9,NA,NA,NA
27,18-30,Male,Bachelors,Asian,,,14.64920044,120.982605,,,,,Goose Creek,SC,9,NA,NA,NA
34,31-40,Female,HS_diploma,White,Vinton,OH,40.04020691,-75.53320313,Sugar Creek Township - Allen County,OH,Middle Point,OH,Devon,PA,9,NA,NA,NA
32,31-40,Female,No_degree,White,Queens,NY,41.85290527,-71.47229767,,,Queens,NY,Providence,RI,9,NA,NA,NA
51,51-60,Female,Associates,White,Old Town,ME,26.27200317,-80.25800323,Bangor,ME,Old Town,ME,Parkland,FL,9,NA,NA,NA
36,31-40,Female,Associates,White,Barry Township,PA,40.67930603,-76.78739929,Hegins,PA,Ashland,PA,Herndon,PA,9,NA,NA,NA
40,31-40,Female,Associates,White,Brooklyn Park,MN,45.01019287,-93.34279633,,,Circle Pines,MN,Cambridge,MN,9,NA,NA,NA
41,41-50,Female,Bachelors,White,Colonial Heights,VA,36.00779724,-115.0401001,Lumberton,NC,Roanoke,VA,Boulder City,NV,9,NA,NA,NA
60,51-60,Male,Bachelors,White,New York,NY,43.10920715,-74.86419678,New York,NY,New York,NY,Herkimer,NY,9,NA,NA,NA
38,31-40,Female,Bachelors,Asian,,,42.42630005,-71.45420074,,,,,Maynard,MA,9,NA,NA,NA
26,18-30,Male,No_degree,Black,Eastman,GA,27.90029907,-82.30239868,Eastman,GA,Eastman,GA,Riverview,FL,9,NA,NA,NA
24,18-30,Female,Bachelors,White,Derby,CT,41.3433075,-73.06539917,Seymour,CT,Derby,CT,Derby,CT,9,NA,NA,NA
26,18-30,Male,Associates,Hispanic,,,18.39399719,-65.97789764,,,Alamosa East,CO,,,9,NA,NA,NA
29,18-30,Male,Bachelors,White,Milford,MI,32.30889893,-111.1662979,Detroit,MI,Dearborn Heights,MI,Tucson,AZ,9,NA,NA,NA
33,31-40,Male,Graduate,White,Defiance,OH,40.26669312,-82.84770203,Hingham,MA,Wabash,IN,Oxford,OH,9,NA,NA,NA
21,18-30,Male,No_degree,Other,Country Club Hills,IL,41.47380066,-87.83769989,Chicago,IL,Chicago,IL,Ridgeland Township,IL,9,NA,NA,NA
33,31-40,Female,Graduate,White,Glen Burnie,MD,39.12219238,-76.99430084,Baltimore,MD,Baltimore,MD,Silver Spring,MD,9,NA,NA,NA
23,18-30,Male,Bachelors,White,Ives Estates,FL,30.52520752,-84.33209991,Fort Myers,FL,Lewistown,PA,Tallahassee,FL,9,NA,NA,NA
63,61_up,Female,Bachelors,White,Lancaster,OH,39.68780518,-82.604599,Williamstown,WV,Liberty Township - Washington County,OH,Lancaster,OH,9,NA,NA,NA
23,18-30,Male,No_degree,White,Charlo,MT,39.96490479,-83.13829803,Houston,TX,Sheridan,MT,Manassas,VA,9,NA,NA,NA
23,18-30,Female,HS_diploma,White,Decatur,IN,39.26010132,-84.4890976,Antioch,OH,Decatur,IN,Cincinnati,OH,9,NA,NA,NA
39,31-40,Male,Associates,White,Napoleon,OH,26.72000122,-80.07019806,Ridgeville Corners,OH,Napoleon,OH,Malinta,OH,9,NA,NA,NA
29,18-30,Female,Bachelors,White,Round Rock,TX,39.00120544,-76.93170166,Omaha,NE,Brunson,SC,College Park,MD,9,NA,NA,NA
34,31-40,Female,Graduate,Black,Chicago,IL,43.44410706,-84.02549744,Chicago,IL,Chicago,IL,Saginaw,MI,9,NA,NA,NA
29,18-30,Male,Bachelors,Hispanic,Sacramento,CA,30.49980164,-97.80819702,,,Stockton,CA,Cedar Park,TX,9,NA,NA,NA
24,18-30,Female,No_degree,NA,Haverhill,MA,34.30839539,-77.80280304,,,,,Wilmington,NC,5b,NA,NA,5
29,18-30,Female,No_degree,NA,Tigard,OR,45.44070435,-122.6156998,Missoula,MT,Eagan,MN,Milwaukie,OR,5b,NA,NA,4
26,18-30,Female,Bachelors,NA,Los Angeles,CA,34.15679932,-118.5231018,Los Angeles,CA,,,Los Angeles,CA,5b,NA,NA,4
30,18-30,Male,Bachelors,NA,Skokie,IL,42.06430054,-87.99210358,,,,,Libertyville,IL,5b,NA,NA,3
42,41-50,Male,No_degree,NA,St. Paul,MN,35.70280457,-96.86270142,St. Paul,MN,Winona,MN,Ponca City,OK,5b,NA,NA,2
30,18-30,Male,Associates,NA,Booneville,AR,35.08900452,-93.94909668,Bakersfield,CA,Bakersfield,CA,Booneville,AR,5b,NA,NA,4
25,18-30,Female,Associates,NA,Glenville,NY,42.88220215,-73.99160004,Wells,NY,Glenville,NY,Scotia,NY,5b,NA,NA,2
22,18-30,Male,No_degree,NA,Edgewood,MD,39.54930115,-76.09159851,Edgewood,MD,Edgewood,MD,Edgewood,MD,5b,NA,NA,2
29,18-30,Female,No_degree,NA,Powder Springs,GA,33.92529297,-84.54129791,Smyrna,GA,Powder Springs,GA,Powder Springs,GA,5b,NA,NA,5
34,31-40,Female,Bachelors,NA,East Stroudsburg,PA,34.73800659,-77.08029938,East Patchogue,NY,East Patchogue,NY,Swansboro,NC,5b,NA,NA,4
39,31-40,Male,Bachelors,NA,Palm Springs,CA,33.20039368,-117.2906952,Arcadia,CA,Los Angeles,CA,Oceanside,CA,5b,NA,NA,4
35,31-40,Male,Bachelors,NA,Baltimore,MD,39.29519653,-76.62310028,Baltimore,MD,Baltimore,MD,Baltimore,MD,5b,NA,NA,3
55,51-60,Female,Bachelors,NA,Long Beach,CA,42.05090332,-75.88909912,Long Beach,CA,Hastings,NE,Binghamton,NY,5b,NA,NA,5
44,41-50,Female,Associates,NA,Buena Park,CA,33.94140625,-117.9555054,Minneapolis,MN,Callahan,FL,La Habra,CA,5b,NA,NA,5
35,31-40,Female,Bachelors,NA,Kodiak Island,AK,27.94299316,-82.52400208,Louisville,KY,Louisville,KY,St. Petersburg,FL,5b,NA,NA,5
28,18-30,Male,Associates,NA,Seminole,FL,27.91119385,-82.75509644,,,Detroit,MI,Seminole,FL,5b,NA,NA,4
39,31-40,Male,No_degree,NA,Miami,FL,25.60319519,-80.33470154,Miami,FL,Coral Gables,FL,Atlanta,GA,5b,NA,NA,5
31,31-40,Male,Bachelors,NA,Warrenton,NC,34.93389893,-78.82260132,Danville,VA,Danville,VA,Warrenton,NC,5b,NA,NA,2
42,41-50,Female,No_degree,NA,Eunice,LA,30.53349304,-92.11630249,Eunice,LA,Eunice,LA,Eunice,LA,5b,NA,NA,4
24,18-30,Male,Associates,NA,Fredericksburg,VA,38.20100403,-77.58920288,,,,,Salem District - Spotsylvania County,VA,5b,NA,NA,5
40,31-40,Female,Associates,NA,Andalusia,AL,31.30760193,-85.88059998,Andalusia,AL,Red Level,AL,Enterprise,AL,5b,NA,NA,2
31,31-40,Male,Bachelors,NA,St. Louis,MO,40.104599,-74.34590149,St. Louis,MO,St. Louis,MO,Atlanta-Decatur,GA,5b,NA,NA,4
33,31-40,Female,No_degree,NA,Shawnee,OK,35.39810181,-96.93979645,Perry,OK,Shawnee,OK,Shawnee,OK,5b,NA,NA,3
33,31-40,Male,Bachelors,NA,Dallas,TX,33.03619385,-96.67120361,,,Addison,TX,Dallas,TX,5b,NA,NA,4
33,31-40,Male,Graduate,NA,,,34.03900146,-117.7547989,,,,,Los Angeles,CA,5b,NA,NA,4
45,41-50,Male,Bachelors,NA,Naperville,IL,30.12030029,-91.92790222,South Bend,IN,Niles,MI,Lafayette,LA,5b,NA,NA,3
28,18-30,Male,Bachelors,NA,Other,MO,39.79449463,-94.80419922,St. Joseph,MO,Brockton,MA,Kansas City,MO,5b,NA,NA,4
52,51-60,Female,Associates,NA,Baytown,TX,29.80310059,-94.98020172,Memphis,TN,Memphis,TN,Baytown,TX,5b,NA,NA,5
64,61_up,Female,Bachelors,NA,Stanton,KY,37.96850586,-84.14600372,Stanton,KY,Stanton,KY,Stanton,KY,5b,NA,NA,3
54,51-60,Male,No_degree,NA,Columbia Township - Lorain County,OH,41.51919556,-81.64309692,Cleveland,OH,Independence,OH,Cleveland,OH,5b,NA,NA,3
31,31-40,Female,Bachelors,NA,Newtown - Bucks County,PA,40.26469421,-74.95349884,Nashua,NH,Galena,IN,Newtown - Bucks County,PA,5b,NA,NA,3
48,41-50,Male,Associates,NA,Paramus,NJ,40.9815979,-74.11380005,Bronx,NY,Bronx,NY,Paramus,NJ,5b,NA,NA,3
25,18-30,Male,Bachelors,NA,Los Angeles,CA,33.73579407,-118.2922974,,,,,Long Beach,CA,5b,NA,NA,3
24,18-30,Male,Bachelors,NA,Big Lake - Sherburne County,MN,44.96789551,-93.08840179,Pierz,MN,Brooklyn Center,MN,Becker,MN,5b,NA,NA,4
55,51-60,Female,Associates,NA,Knight Township,IN,38.06480408,-87.63800049,Evansville,IN,Knight Township,IN,Evansville,IN,5b,NA,NA,2
23,18-30,Male,HS_diploma,NA,Tecumseh Township,MI,42.01150513,-83.91690063,Oakland,CA,Ypsilanti,MI,Tecumseh Township,MI,5b,NA,NA,4
30,18-30,Female,Associates,NA,Lame Deer,MT,45.45080566,-106.2133026,Billings,MT,Busby,MT,Ashland,MT,5b,NA,NA,5
39,31-40,Male,Bachelors,NA,Sheboygan,WI,43.82609558,-87.77490234,Sheboygan,WI,Sheboygan,WI,Milwaukee,WI,5b,NA,NA,2
50,41-50,Female,Bachelors,NA,Boise City,ID,47.68009949,-122.1206055,McCall,ID,Fairfield,ID,Bothell West,WA,5b,NA,NA,4
30,18-30,Male,Associates,NA,Hockessin,DE,39.71569824,-75.52809906,Bel Air South,MD,Wilmington,DE,Newark,DE,5b,NA,NA,4
35,31-40,Female,Associates,NA,Salinas,CA,45.54420471,-122.6430969,North Augusta,SC,Salinas,CA,Portland,OR,5b,NA,NA,3
48,41-50,Female,Bachelors,NA,Joliet,IL,41.78700256,-88.08329773,Crete,IL,Harvey,IL,Plano,IL,5b,NA,NA,5
32,31-40,Female,Bachelors,NA,Albion,MI,38.1867981,-85.66020203,Albion,MI,Springport,MI,Marshall,MI,5b,NA,NA,2
18,18-30,Male,HS_diploma,NA,Alhambra,CA,44.93580627,-93.1631012,,,,,Bellingham,WA,5b,NA,NA,5
42,41-50,Male,Bachelors,NA,Park Hills,MO,37.81460571,-90.55210114,Park Hills,MO,Doe Run,MO,Desloge,MO,5b,NA,NA,4
26,18-30,Male,Bachelors,NA,Marquette,MI,42.20109558,-85.61689758,Marquette,MI,,,Kalamazoo,MI,5b,NA,NA,2
52,51-60,Male,Bachelors,NA,Alton,IL,38.56469727,-90.53569794,,,Greenfield,IN,Shrewsbury,MO,5b,NA,NA,4
35,31-40,Male,Bachelors,NA,Woodbury,MN,44.95550537,-93.16699982,Duluth,MN,St. Paul,MN,St. Paul,MN,5b,NA,NA,4
32,31-40,Male,Bachelors,NA,Jersey City,NJ,40.64030457,22.94389343,,,Jersey City,NJ,Jersey City,NJ,5b,NA,NA,4
